0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
0.0136330612244912,0.00990663508802154,0.012473,0.0131951400000588,0.20693896528716,-1.51800387768929,0.0290220000000545,1.99999999495049e-06,0.0167928226043347,113.612244897959,32.6431567142657,138.0,17.7912,-0.524785148979538,-1.62198608238927,153.0,70.0,118.116770310449,0.0134019019607841,0.00980518210182587,0.0120229999999992,0.012642130199938,0.254736403616611,-1.48064960999446,0.0290209999999433,0.000408000000106767,0.0165489408386797,136.078431372549,205.772966459373,70.0,0.0,4.39856922778566,18.3526063804421,1130.0,70.0,245.009403581041,0.00683496999999988,0.00967367631793357,0.000241000000016811,0.000351376200039897,1.16462737089064,-0.178462525430424,0.0289970000000039,1.99999999495049e-06,0.0118051272026186,125.07,148.422224301708,126.0,83.0256,6.18362893285366,39.0411762237523,1130.0,70.0,193.523564456631,1.0
0.176876261904822,0.328221843579657,0.0509895000013785,0.0723768255014093,2.74679615761434,7.7993522431467,1.62977300000057,0.000308999999106163,0.369391121525028,487.0,392.264656801514,395.5,255.7485,1.69293306927706,1.54627245857527,1476.0,222.0,622.396137826186,0.128085482758628,0.254164416890161,0.029409000000669,0.0432993330010813,3.30958257624619,12.6597074305046,1.48258400000122,0.000143000001116889,0.282651121256894,308.827586206897,214.947495664213,264.0,63.7518,3.71384857715369,12.8358634849364,1293.0,216.0,375.2070233149,0.0742924400000265,0.198066876656036,0.00185000000055879,0.00254858939980186,4.68862506029476,25.9509896360136,1.47815400000036,0.000116999999590917,0.210612320136197,383.66,313.268698040065,307.0,126.021,2.54283390829533,5.42548260867254,1476.0,216.0,494.318621943378,0.0
0.0034958141428569,0.00460826346885387,0.00160481550000213,0.00162193697188742,1.88481082118276,2.64910251981923,0.0186678880000102,0.000176632999995263,0.00571824945726783,96.8571428571429,22.0935959980938,88.0,0.0,1.93287148168807,1.80420918367347,150.0,88.0,99.2572415494205,0.00142791431944447,0.00371796245836547,0.000157627500001922,0.000228285558923764,3.65812299729648,13.5751171264145,0.0205848250000145,1.48100002661522e-06,0.00395855966657036,588.986111111111,413.681972597633,741.5,457.3821,-0.272712096459386,-1.73586113765077,1108.0,76.0,718.095097772185,0.00104202334999997,0.00288231475386965,2.50940000086075e-05,3.47499201335381e-05,4.08485222266915,17.8299716282793,0.0186678880000102,1.48100002661522e-06,0.00305130687065658,451.19,414.950105190949,150.0,109.7124,0.358597504884914,-1.73170895749864,1108.0,76.0,611.583330381069,1.0
0.00422855564516105,0.00557560390000263,0.000985637000042061,0.00119540703668948,1.08809008376014,-0.287253222679414,0.0184101469999973,9.46200000839781e-06,0.00692569300983934,98.2258064516129,28.2084026221731,88.0,0.0,2.80072214249086,8.10051898508326,218.0,76.0,102.070342601118,0.00191888630434729,0.00563278203244554,0.000105164999979479,0.000153394243782014,3.66103493717906,13.7327234653039,0.0323403820000294,1.47400004379961e-06,0.00591189720852154,599.434782608696,376.788147616327,770.0,240.1812,-0.435652183508878,-1.48407036644865,1094.0,76.0,706.564816969901,0.00132403154999963,0.00357453669266696,6.72840000106589e-05,9.64527669296189e-05,3.10014906518768,8.89251641382187,0.0184101469999973,1.47400004379961e-06,0.00379507562334991,444.06,389.912909726925,147.0,105.2646,0.311358919126803,-1.69968281867751,1094.0,76.0,589.661801374313,1.0
0.00307997283333445,0.00569128311167458,0.000934471000022086,0.000975485565638786,2.88130131782418,8.27449573593282,0.0267857009999943,1.14199999643461e-05,0.00638727218741063,96.5333333333333,27.0424102850132,88.0,0.0,3.2459168122599,10.9561147890593,218.0,76.0,100.12791818469,0.0013260797000003,0.0044432485864027,3.44904999849405e-05,4.02066294136091e-05,4.79065872334154,24.285991258493,0.0292264449999493,7.07700002067213e-06,0.00460639883824974,649.371428571429,376.682781677664,794.0,235.7334,-0.564116188061692,-1.20858815277921,1218.0,76.0,749.363844489826,0.000932844480000199,0.0033340942394249,2.85509999571332e-05,3.11034653556874e-05,5.73118374809437,36.3943339928452,0.0263351279999711,7.07700002067213e-06,0.00344604430866167,483.52,404.892315899854,417.0,505.5666,0.198671401742363,-1.70425952697741,1218.0,76.0,629.356814533695,1.0
0.00925995652175476,0.0106606539091749,0.00248499999997875,0.00361606139980358,0.630917439308901,-1.48761688392411,0.0269420000004175,4.60000001112348e-05,0.0139447141286998,97.9130434782609,35.8188790285467,70.0,0.0,0.454870058367159,-1.81159847651314,153.0,70.0,103.991220365199,0.00279633766233208,0.00713615038601501,9.0000003183377e-06,1.18608006442628e-05,2.5423536382196,4.87918153389643,0.0269389999998566,9.99999883788405e-07,0.00762120644401374,946.0,395.527695483814,1130.0,0.0,-1.65151177791845,0.775396318152464,1145.0,70.0,1024.36636100491,0.0021531799999957,0.00635517058940006,1.59999999596039e-05,2.07563996104909e-05,3.04490604003246,7.78582546673354,0.0269160000002557,9.99999883788405e-07,0.00667985743863993,750.94,499.04731096947,1130.0,0.0,-0.547082583766915,-1.70137638544763,1145.0,70.0,900.260306800205,1.0
0.00753863636362329,0.00881155041631416,0.00271200000042882,0.00260344560084322,1.14776537392926,-0.152138343374641,0.0265300000000934,0.000253000000157044,0.0114944172549415,100.393939393939,34.0128095299581,70.0,0.0,0.207877183732944,-1.97190179910419,150.0,70.0,105.833631591085,0.00375243283582025,0.00720126387946015,3.10000000354194e-05,4.59606000525127e-05,2.16456912990496,3.5786137898843,0.0265150000000176,5.99999975747778e-06,0.00807248107102578,738.641791044776,500.614219749025,1130.0,0.0,-0.493097024663366,-1.75853154694818,1130.0,70.0,890.205468484329,0.0025143799999978,0.00612984922415869,2.24999998863495e-05,2.29802996891522e-05,2.8773868529192,7.48442836870922,0.0264910000000782,5.99999975747778e-06,0.00659707569914115,528.02,508.357624456872,138.0,100.8168,0.327673302858075,-1.890415559592,1130.0,70.0,731.196498897526,1.0
0.000323698412702224,0.000809011416581955,1.00000002021261e-05,1.48259996254637e-05,5.22824533142886,32.334544455541,0.0058750000002874,2.99999965136521e-06,0.000865385032245997,111.968253968254,35.8698220963637,138.0,0.0,-0.625314913443209,-1.62454153458385,138.0,62.0,117.486642266732,0.000310243243237327,0.000591763532252811,1.19999999697029e-05,7.41299981273187e-06,1.81593592235925,1.93073882900501,0.00214600000026621,5.99999975747778e-06,0.000661037452445305,938.945945945946,401.219387613556,1130.0,0.0,-1.52780167751563,0.353620621047128,1130.0,70.0,1018.94345120657,0.000226539999998749,0.00044951586572838,1.10000000859145e-05,1.03782001423497e-05,2.29385117997755,4.57840921828166,0.00214600000026621,2.99999965136521e-06,0.00050136238391562,417.95,469.434096771976,138.0,100.8168,0.846737966558993,-1.27635047062559,1130.0,62.0,626.774991524072,1.0
0.00244102000000566,0.00526094697960835,0.000249500000109038,0.000293554800270158,3.44738693786521,13.0913218571582,0.0298010000001341,8.99999986359035e-06,0.00575174673470876,87.88,35.118830346382,66.0,5.9304,0.728471958613614,-1.46950840408857,141.0,62.0,94.5069309627606,0.00110665999999583,0.00329571820301564,1.75000000126602e-05,1.55672998764203e-05,3.43136950174431,10.4353794481069,0.0145410000000084,6.00000021222513e-06,0.00344517338602945,965.0,382.321853939845,1130.0,0.0,-1.80799863671463,1.31046660694999,1130.0,61.0,1036.56721923858,0.00122076000000106,0.00388926635114004,6.00000003032619e-05,7.85778003072664e-05,5.09548939887526,29.7066766340342,0.0297760000003109,6.00000021222513e-06,0.00405775600550497,526.44,516.947632695513,138.0,112.6776,0.310792885791296,-1.91138374867976,1130.0,61.0,736.003790751107,1.0
0.0143091041666707,0.01130951367588,0.0167185000000245,0.0155435783998603,-0.0466908429322497,-1.79156100232957,0.0291870000000927,0.000124000000141677,0.0181656508846467,121.208333333333,31.8012165787179,138.0,0.0,-0.940754026765573,-1.03661324738049,153.0,70.0,125.226627892527,0.0132426153846137,0.0114694439428804,0.0100775000000795,0.0146866356000013,0.122104106561867,-1.7642366320779,0.0291720000000169,4.99999987368938e-06,0.0174466396356657,247.730769230769,381.897127888641,70.0,0.0,1.83890770504603,1.45276462490014,1145.0,61.0,452.118602547198,0.00688626000000113,0.0104979340917312,0.000144500000033077,0.000205340100071498,1.14116345217742,-0.474576275675513,0.0291630000001533,3.00000010611257e-06,0.0125110003908562,187.0,282.220738881014,137.5,100.0755,2.96653952952305,7.06775438748799,1145.0,61.0,337.373768986268,1.0
